metric,joint_0,joint_1,joint_2,joint_3,joint_4,x,y,z,x_,y_,z_
0.0013059278540989397,-0.9372612722586147,-0.8342097667040074,-1.346975392284717,1.13601103250885,0.8398190314047856,0.025455851833779207,-0.18985366401762788,0.0935860417479088,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.054556638619253445,-0.9372614567022155,-0.8342098564781733,-1.3469775109057565,1.13601157975428,0.8398192339086435,0.025455649573808036,-0.18985356586446972,0.093585845469221,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.054556638619253445,-0.9372614567022155,-0.8342098564781733,-1.3469775109057565,1.13601157975428,0.8398192339086435,0.025455649573808036,-0.18985356586446972,0.093585845469221,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.05455673079292193,-0.9372615535489367,-0.8342098884898221,-1.346978084995051,1.1360117247062047,0.8398192881568075,0.025455490425968428,-0.18985348925579082,0.0935856849856497,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.05455673982341134,-0.9372615535489367,-0.8342098884898221,-1.346978084995051,1.1360117247062047,0.8398192881568075,0.025455475730525777,-0.18985348254812012,0.0935856666159878,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.054556646714394356,-0.9372613810437063,-0.8342097892866113,-1.3469755615803864,1.136011066332091,0.8398190459553168,0.02545564060813658,-0.18985356366207212,0.0935858161128636,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.05455658340030248,-0.937261263738911,-0.8342097218288324,-1.3469738456574658,1.1360106186377594,0.839818881258354,0.025455752725014043,-0.18985361881931262,0.09358591777132214,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.054556498898402,-0.9372611008482302,-0.8342096308618859,-1.3469715592340303,1.1360100223042857,0.8398186618609106,0.02545590199025007,-0.18985369210945108,0.09358605450827444,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.05455644143716274,-0.9372609900821369,-0.8342095690045328,-1.3469700044657853,1.1360096167975642,0.8398185126706663,0.025456003490646247,-0.18985374194655322,0.09358614748974237,0.025451155813118742,-0.18985134287705552,0.09358187107550897
-0.05455638504077653,-0.9372608970523886,-0.8342095106862931,-1.3469684727893936,1.1360092118310257,0.8398183649714287,0.025456103940299613,-0.18985379168841593,0.09358623566287111,0.025451155813118742,-0.18985134287705552,0.09358187107550897
