metric,joint_0,joint_1,joint_2,joint_3,joint_4,x,y,z,x_,y_,z_
0.0,-0.23867091409958618,-0.2518113705610352,0.1940305345916038,-1.1527826237425858,0.47907423803734356,0.1057051180907486,-0.017956076935640823,0.24674110864751742,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.0173911785451027,-0.23867091409958618,-0.2518113705610352,0.1940305345916038,-1.1527826237425858,0.47907423803734356,0.1057051180907486,-0.017956076935640823,0.24674110864751742,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.017391178545599024,-0.24700648812092574,-0.2542784609246937,0.1931630500435257,-1.1649974862580288,0.4799648031416575,0.1057051180912965,-0.017956076935709976,0.24674110864584542,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.017736952656535035,-0.2526747356767274,-0.255956123947724,0.19257314040008358,-1.173303975423214,0.4805704395414716,0.10616498633049964,-0.019448788493314204,0.24539928364945396,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.01797470868992874,-0.2526747356767274,-0.255956123947724,0.19257314040008358,-1.173303975423214,0.4805704395414716,0.1064681784477918,-0.02045097097845419,0.24447830570254847,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.018137596826147757,-0.2565291533234024,-0.2570969430195298,0.19217199837788507,-1.178952490430948,0.4809822848469878,0.10666993856622985,-0.021126477772706022,0.24384820178262068,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.01824892150803286,-0.2636348664717181,-0.25934423309581084,0.19126105912541838,-1.188909169807193,0.48162337025145485,0.10680509340168881,-0.021583050261073263,0.24341799013491328,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.01855113454800805,-0.2666844796445007,-0.26034488059313343,0.1908271040602673,-1.1930678645889765,0.48186887231794845,0.10721057886395262,-0.02291034753001881,0.2422079633456117,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.018702654877238215,-0.2705125219705584,-0.2616377455283236,0.19023838093986845,-1.1981616293236739,0.48214601822503655,0.1074156939620432,-0.023581875592366314,0.24159467398763573,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.018806183493924086,-0.27607967174019166,-0.26352977136834266,0.1893680065305176,-1.2055239176968735,0.48253876556825864,0.10755335778154147,-0.02403577587231201,0.2411759329004731,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.018923349588887063,-0.27607967174019166,-0.26352977136834266,0.1893680065305176,-1.2055239176968735,0.48253876556825864,0.10770956846498293,-0.02455134234630201,0.24069975712479308,0.15142829709792793,-0.1648253323887789,0.11644113511173407
-0.019003315273441325,-0.2780952460407491,-0.26421852728154693,0.18904837792682275,-1.2081749094382017,0.48267768081649215,0.10781471715593458,-0.024900283040772464,0.24037495562380715,0.15142829709792793,-0.1648253323887789,0.11644113511173407
